"Committee Code","Committee Name","Report Year","Report Due Date","Report Code","Report Start Date","Report Ending Date","Fling Source Type","Filing Type","Amended Count","Date Received","Filing Status","Election Year","Officer Position","Last Name","First Name","Middle Name","SCHED_ID","Begin Cash Bal","Receips Line4 G","Receipts Line5 G","Receipts Line10 G","Tot Expend Funds","Exp Line8 G","Exp Line12 G","Surplus XFerred","Tot Surplus I","End Cash Bal","Tot Receipts To Date","Total Exp To Date","Debt Outstanding","Bal Start Cycle","Tot Receipts Line24 Last Rep","Tot Receipts Elec Cycle","Tot Funds Available","Total Disb Last Rep","Total Disb Elec Cycle","Ending Balance"
"91-113","Portsmouth PAC","2010","10/15/2010","PAC2010003","07/01/2010","09/30/2010","E","R","0","10/12/2010","T","0","Treasurer","Pittman","Gail","C","H","2785.45","2938.70","0.17","0.00","5724.32","1686.00","0.00","","0.00","4038.32","2938.87","1686.00","0.00","4241.48","43.97","2982.84","7224.32","1500.00","3186.00","4038.32"
"91-113","Portsmouth PAC","2010","01/18/2011","PAC2010004","10/01/2010","12/31/2010","E","R","0","01/11/2011","T","0","Treasurer","Pittman","Gail","C","H","4038.32","0.00","0.52","0.00","4038.84","200.00","0.00","","0.00","3838.84","0.52","200.00","0.00","4241.48","2982.84","2983.36","7224.84","3186.00","3386.00","3838.84"
"91-122","The Virginia Education Association Fund for Children and Public Education","2010","04/15/2010","PAC2010001","01/01/2010","03/31/2010","E","R","0","04/13/2010","T","0","Treasurer","Gray","Roger","","H","56616.00","18452.89","4.26","0.00","75073.15","31971.99","0.00","","0.00","43101.16","18457.15","31971.99","0.00","56616.00","0.00","18457.15","75073.15","0.00","31971.99","43101.16"
"91-122","The Virginia Education Association Fund for Children and Public Education","2010","07/15/2010","PAC2010002","04/01/2010","06/30/2010","E","R","0","07/15/2010","T","0","Treasurer","Gray","Roger","","H","43101.16","55084.18","4.48","0.00","98189.82","33436.89","0.00","","0.00","64752.93","55088.66","33436.89","0.00","56616.00","18457.15","73545.81","130161.81","31971.99","65408.88","64752.93"
"91-122","The Virginia Education Association Fund for Children and Public Education","2010","10/15/2010","PAC2010003","07/01/2010","09/30/2010","E","R","0","10/15/2010","T","0","Treasurer","Gray","Roger","","H","64752.93","34741.44","5.56","0.00","99499.93","33026.89","0.00","","0.00","66473.04","34747.00","33026.89","0.00","56616.00","73545.81","108292.81","164908.81","65408.88","98435.77","66473.04"
"91-122","The Virginia Education Association Fund for Children and Public Education","2010","01/18/2011","PAC2010004","10/01/2010","12/31/2010","E","R","0","01/18/2011","T","0","Treasurer","Gray","Roger","","H","66473.04","36241.09","5.22","0.00","102719.35","33874.32","0.00","","0.00","68845.03","36246.31","33874.32","0.00","56616.00","108292.81","144539.12","201155.12","98435.77","132310.09","68845.03"
"91-123","Acre Virginia (Virginia Action Committee For Rural Electrification)","2010","04/15/2010","PAC2010001","01/01/2010","03/31/2010","E","R","0","04/01/2010","T","0","Treas","Garber","Manley","","H","62246.37","29769.00","0.00","0.00","92015.37","3000.00","0.00","","0.00","89015.37","29769.00","3000.00","0.00","0.00","278794.85","308563.85","308563.85","216548.48","219548.48","89015.37"
"91-123","Acre Virginia (Virginia Action Committee For Rural Electrification)","2010","07/15/2010","PAC2010002","04/01/2010","06/30/2010","E","R","0","07/01/2010","T","0","Treas","Garber","Manley","","H","89015.37","10825.00","0.00","0.00","99840.37","16350.00","0.00","","0.00","83490.37","10825.00","16350.00","0.00","0.00","308563.85","319388.85","319388.85","219548.48","235898.48","83490.37"
"91-123","Acre Virginia (Virginia Action Committee For Rural Electrification)","2010","10/15/2010","PAC2010003","07/01/2010","09/30/2010","E","R","0","10/01/2010","T","0","Treas","Garber","Manley","","H","83490.37","2850.00","0.00","0.00","86340.37","14350.00","0.00","","0.00","71990.37","2850.00","14350.00","0.00","0.00","319388.85","322238.85","322238.85","235898.48","250248.48","71990.37"
"91-123","Acre Virginia (Virginia Action Committee For Rural Electrification)","2010","01/18/2011","PAC2010004","10/01/2010","12/31/2010","E","R","0","01/03/2011","T","0","Treas","Garber","Manley","","H","71990.37","0.00","0.00","0.00","71990.37","17750.00","0.00","","0.00","54240.37","0.00","17750.00","0.00","0.00","322238.85","322238.85","322238.85","250248.48","267998.48","54240.37"
"91-125","HBAV Home Builders Association of Virginia","2010","04/15/2010","PAC2010001","01/01/2010","03/31/2010","E","R","0","04/13/2010","T","0","Treasurer","Toalson","Michael","","H","128738.53","22900.00","0.00","0.00","151638.53","12588.53","0.00","","0.00","139050.00","22900.00","12588.53","0.00","128738.53","0.00","22900.00","151638.53","0.00","12588.53","139050.00"
"91-125","HBAV Home Builders Association of Virginia","2010","07/15/2010","PAC2010002","04/01/2010","06/30/2010","E","R","0","07/08/2010","T","0","Treasurer","Toalson","Michael","","H","139050.00","24855.00","0.00","0.00","163905.00","32026.61","0.00","","0.00","131878.39","24855.00","32026.61","0.00","128738.53","22900.00","47755.00","176493.53","12588.53","44615.14","131878.39"
"91-125","HBAV Home Builders Association of Virginia","2010","10/15/2010","PAC2010003","07/01/2010","09/30/2010","E","R","0","10/12/2010","T","0","Treasurer","Toalson","Michael","","H","131878.39","7625.00","0.00","0.00","139503.39","20583.22","0.00","","0.00","118920.17","7625.00","20583.22","0.00","128738.53","47755.00","55380.00","184118.53","44615.14","65198.36","118920.17"
"91-125","HBAV Home Builders Association of Virginia","2010","01/18/2011","PAC2010004","10/01/2010","12/31/2010","E","R","0","01/11/2011","T","0","Treasurer","Toalson","Michael","","H","118920.17","15962.53","0.00","0.00","134882.70","15310.92","0.00","","0.00","119571.78","15962.53","15310.92","0.00","128738.53","55380.00","71342.53","200081.06","65198.36","80509.28","119571.78"
"91-126","Truckers PAC of Virginia","2010","04/15/2010","PAC2010001","01/01/2010","03/31/2010","E","R","0","04/05/2010","T","0","Treasurer","Bennett","P. Dale","","H","3363.10","3000.00","0.00","0.00","6363.10","250.00","0.00","","0.00","6113.10","3000.00","250.00","0.00","3363.10","0.00","3000.00","6363.10","0.00","250.00","6113.10"
"91-126","Truckers PAC of Virginia","2010","07/15/2010","PAC2010002","04/01/2010","06/30/2010","E","R","0","07/06/2010","T","0","Treasurer","Bennett","P. Dale","","H","6113.10","0.00","0.00","0.00","6113.10","2300.00","0.00","","0.00","3813.10","0.00","2300.00","0.00","3363.10","3000.00","3000.00","6363.10","250.00","2550.00","3813.10"
"91-126","Truckers PAC of Virginia","2010","10/15/2010","PAC2010003","07/01/2010","09/30/2010","E","R","0","10/07/2010","T","0","Treasurer","Bennett","P. Dale","","H","3813.10","0.00","0.00","0.00","3813.10","0.00","0.00","","0.00","3813.10","0.00","0.00","0.00","3363.10","3000.00","3000.00","6363.10","2550.00","2550.00","3813.10"
"91-126","Truckers PAC of Virginia","2010","01/18/2011","PAC2010004","10/01/2010","12/31/2010","E","R","0","01/03/2011","T","0","Treasurer","Bennett","P. Dale","","H","3813.10","11490.00","1250.00","0.00","16553.10","1750.00","0.00","","0.00","14803.10","12740.00","1750.00","0.00","3363.10","3000.00","15740.00","19103.10","2550.00","4300.00","14803.10"
"91-127","Virginia Hospitality and Travel Industry Association PAC Inc","2010","04/15/2010","PAC2010001","01/01/2010","03/31/2010","E","R","0","04/12/2010","T","0","Treasurer","Hawkins","Barry","","H","46418.91","1725.00","0.00","0.00","48143.91","0.00","0.00","","0.00","48143.91","1725.00","0.00","0.00","46418.91","0.00","1725.00","48143.91","0.00","0.00","48143.91"
"91-127","Virginia Hospitality and Travel Industry Association PAC Inc","2010","07/15/2010","PAC2010002","04/01/2010","06/30/2010","E","R","0","07/15/2010","T","0","Treasurer","Hawkins","Barry","","H","48143.91","11405.00","0.00","0.00","59548.91","10230.61","0.00","","0.00","49318.30","11405.00","10230.61","0.00","46418.91","1725.00","13130.00","59548.91","0.00","10230.61","49318.30"
"91-127","Virginia Hospitality and Travel Industry Association PAC Inc","2010","10/15/2010","PAC2010003","07/01/2010","09/30/2010","E","R","0","10/08/2010","T","0","Treasurer","Hawkins","Barry","","H","49318.30","1825.00","0.00","0.00","51143.30","4936.62","0.00","","0.00","46206.68","1825.00","4936.62","0.00","46418.91","13130.00","14955.00","61373.91","10230.61","15167.23","46206.68"
"91-127","Virginia Hospitality and Travel Industry Association PAC Inc","2010","01/18/2011","PAC2010004","10/01/2010","12/31/2010","E","R","0","01/17/2011","T","0","Treasurer","Hawkins","Barry","","H","46206.68","825.00","0.00","0.00","47031.68","500.00","0.00","","0.00","46531.68","825.00","500.00","0.00","46418.91","14955.00","15780.00","62198.91","15167.23","15667.23","46531.68"
"91-129","National Federation of Independent Business","2010","04/15/2010","PAC2010001","01/01/2010","03/31/2010","E","R","0","04/14/2010","T","0","Treasurer","Michael","Maloney","","H","28136.95","466.72","0.00","0.00","28603.67","2250.00","0.00","","0.00","26353.67","466.72","2250.00","0.00","28136.95","0.00","466.72","28603.67","0.00","2250.00","26353.67"
"91-129","National Federation of Independent Business","2010","07/15/2010","PAC2010002","04/01/2010","06/30/2010","E","R","0","07/12/2010","T","0","Treasurer","Michael","Maloney","","H","26353.67","1570.08","0.00","0.00","27923.75","0.00","0.00","","0.00","27923.75","1570.08","0.00","0.00","30339.97","10847.00","12417.08","42757.05","14833.30","14833.30","27923.75"
"91-129","National Federation of Independent Business","2010","10/15/2010","PAC2010003","07/01/2010","09/30/2010","E","R","0","10/01/2010","T","0","Treasurer","Michael","Maloney","","H","27923.75","1845.08","0.00","0.00","29768.83","0.00","0.00","","0.00","29768.83","1845.08","0.00","0.00","30339.97","12417.08","14262.16","44602.13","14833.30","14833.30","29768.83"
"91-129","National Federation of Independent Business","2010","01/18/2011","PAC2010004","10/01/2010","12/31/2010","E","R","0","01/12/2011","T","0","Treasurer","Michael","Maloney","","H","29768.83","1083.44","0.00","0.00","30852.27","4500.00","0.00","","0.00","26352.27","1083.44","4500.00","0.00","30339.97","14262.16","15345.60","45685.57","14833.30","19333.30","26352.27"
"91-132","Dominion Political Action Committee - Virginia","2010","04/15/2010","PAC2010001","01/01/2010","03/31/2010","E","R","0","04/08/2010","T","0","Treasurer","Applewhite","Hunter","","H","642035.93","0.00","1000.00","0.00","643035.93","176950.00","0.00","","0.00","466085.93","1000.00","176950.00","0.00","4130.82","2150760.00","2151760.00","2155890.82","2608694.89","2785644.89","466085.93"
"91-132","Dominion Political Action Committee - Virginia","2010","07/15/2010","PAC2010002","04/01/2010","06/30/2010","E","R","0","07/09/2010","T","0","Treasurer","Applewhite","Hunter","","H","466085.93","0.00","1300.00","0.00","467385.93","172350.00","0.00","","0.00","295035.93","1300.00","172350.00","0.00","4130.82","2151760.00","2153060.00","2157190.82","2785644.89","2957994.89","295035.93"
"91-132","Dominion Political Action Committee - Virginia","2010","10/15/2010","PAC2010003","07/01/2010","09/30/2010","E","R","0","10/07/2010","T","0","Treasurer","Applewhite","Hunter","","H","295035.93","0.00","1300.00","0.00","296335.93","72000.00","0.00","","0.00","224335.93","1300.00","72000.00","0.00","4130.82","2153060.00","2154360.00","2158490.82","2957994.89","3029994.89","224335.93"
"91-132","Dominion Political Action Committee - Virginia","2010","01/18/2011","PAC2010004","10/01/2010","12/31/2010","E","R","0","01/06/2011","T","0","Treasurer","Applewhite","Hunter","","H","224335.93","700000.00","0.00","0.00","924335.93","79950.00","0.00","","0.00","844385.93","700000.00","79950.00","0.00","4130.82","2154360.00","2854360.00","2858490.82","3029994.89","3109944.89","844385.93"
"91-138","Home Builders Association of Richmond Builders PAC","2010","04/15/2010","PAC2010001","01/01/2010","03/31/2010","E","R","0","07/15/2010","L","0","Treas","Sprigg","Susan","R","H","84195.39","4490.00","241.27","0.00","88926.66","350.00","0.00","","0.00","88576.66","4731.27","350.00","0.00","84195.39","0.00","4731.27","88926.66","0.00","350.00","88576.66"
"91-138","Home Builders Association of Richmond Builders PAC","2010","07/15/2010","PAC2010002","04/01/2010","06/30/2010","E","R","0","09/02/2010","L","0","Treas","Sprigg","Susan","R","H","88576.66","4710.00","234.77","0.00","93521.43","1050.00","0.00","","0.00","92471.43","4944.77","1050.00","0.00","84195.39","4731.27","9676.04","93871.43","350.00","1400.00","92471.43"
"91-138","Home Builders Association of Richmond Builders PAC","2010","10/15/2010","PAC2010003","07/01/2010","09/30/2010","E","R","0","10/14/2010","T","0","Treas","Sprigg","Susan","R","H","92471.43","2790.00","236.06","0.00","95497.49","0.00","0.00","","0.00","95497.49","3026.06","0.00","0.00","84195.39","9676.04","12702.10","96897.49","1400.00","1400.00","95497.49"
"91-138","Home Builders Association of Richmond Builders PAC","2010","01/18/2011","PAC2010004","10/01/2010","12/31/2010","E","R","0","01/18/2011","T","0","Treas","Sprigg","Susan","R","H","95497.49","1030.00","189.03","0.00","96716.52","1799.00","0.00","","0.00","94917.52","1219.03","1799.00","0.00","84195.39","12702.10","13921.13","98116.52","1400.00","3199.00","94917.52"
"91-140","Virginia Bankers Association PAC","2010","04/15/2010","PAC2010001","01/01/2010","03/31/2010","E","R","0","04/09/2010","T","0","Treasurer","Ayers","Walter","C","H","998.04","45636.08","1108.00","0.00","47742.12","40691.97","0.00","","0.00","7050.15","46744.08","40691.97","0.00","998.04","0.00","46744.08","47742.12","0.00","40691.97","7050.15"
"91-140","Virginia Bankers Association PAC","2010","07/15/2010","PAC2010002","04/01/2010","06/30/2010","E","R","0","07/13/2010","T","0","Treasurer","Ayers","Walter","C","H","7050.15","181849.39","12996.24","0.00","201895.78","173179.62","0.00","","0.00","28716.16","194845.63","173179.62","0.00","998.04","46744.08","241589.71","242587.75","40691.97","213871.59","28716.16"
"91-140","Virginia Bankers Association PAC","2010","07/15/2010","PAC2010002","04/01/2010","06/30/2010","E","A","1","07/19/2010","T","0","Treasurer","Ayers","Walter","C","H","7050.15","181849.39","12996.24","0.00","201895.78","174539.40","0.00","","0.00","27356.38","194845.63","174539.40","0.00","998.04","46744.08","241589.71","242587.75","40691.97","215231.37","27356.38"
"91-140","Virginia Bankers Association PAC","2010","07/15/2010","PAC2010002","04/01/2010","06/30/2010","E","A","2","10/14/2010","T","0","Treasurer","Ayers","Walter","C","H","7050.15","181849.39","12996.24","0.00","201895.78","183862.42","0.00","","0.00","18033.36","194845.63","183862.42","0.00","998.04","46744.08","241589.71","242587.75","40691.97","224554.39","18033.36"
"91-140","Virginia Bankers Association PAC","2010","10/15/2010","PAC2010003","07/01/2010","09/30/2010","E","R","0","10/14/2010","T","0","Treasurer","Ayers","Walter","C","H","18033.36","79133.99","4827.75","0.00","101995.10","91961.45","0.00","","0.00","10033.65","83961.74","91961.45","0.00","998.04","241589.71","325551.45","326549.49","224554.39","316515.84","10033.65"
"91-140","Virginia Bankers Association PAC","2010","10/15/2010","PAC2010003","07/01/2010","09/30/2010","E","A","1","11/08/2010","T","0","Treasurer","Ayers","Walter","C","H","18033.36","79133.99","4162.00","0.00","101329.35","91961.45","0.00","","0.00","9367.90","83295.99","91961.45","0.00","998.04","241589.71","324885.70","325883.74","224554.39","316515.84","9367.90"
"91-140","Virginia Bankers Association PAC","2010","01/18/2011","PAC2010004","10/01/2010","12/31/2010","E","R","0","01/18/2011","T","0","Treasurer","Ayers","Walter","C","H","9367.90","55723.64","3892.70","0.00","68984.24","37317.09","0.00","","0.00","31667.15","59616.34","37317.09","0.00","998.04","324885.70","384502.04","385500.08","316515.84","353832.93","31667.15"
"91-141","The Greater Washington Board of Trade  Virginia PAC","2010","04/15/2010","PAC2010001","01/01/2010","03/31/2010","E","R","0","04/14/2010","T","0","Treasurer","Thomas","Alexander","","H","22628.01","0.00","465.46","0.00","23093.47","0.00","0.00","","0.00","23093.47","465.46","0.00","0.00","22628.01","0.00","465.46","23093.47","0.00","0.00","23093.47"
"91-141","The Greater Washington Board of Trade  Virginia PAC","2010","04/15/2010","PAC2010001","01/01/2010","03/31/2010","E","R","0","04/14/2010","T","0","Cust of Books","Grow","Bob","","H","22628.01","0.00","465.46","0.00","23093.47","0.00","0.00","","0.00","23093.47","465.46","0.00","0.00","22628.01","0.00","465.46","23093.47","0.00","0.00","23093.47"
"91-141","The Greater Washington Board of Trade  Virginia PAC","2010","07/15/2010","PAC2010002","04/01/2010","06/30/2010","E","R","0","07/15/2010","T","0","Cust of Books","Grow","Bob","","H","23093.47","0.00","0.00","0.00","23093.47","0.00","0.00","","0.00","23093.47","0.00","0.00","0.00","22628.01","465.46","465.46","23093.47","0.00","0.00","23093.47"
"91-141","The Greater Washington Board of Trade  Virginia PAC","2010","07/15/2010","PAC2010002","04/01/2010","06/30/2010","E","R","0","07/15/2010","T","0","Treasurer","Thomas","Alexander","","H","23093.47","0.00","0.00","0.00","23093.47","0.00","0.00","","0.00","23093.47","0.00","0.00","0.00","22628.01","465.46","465.46","23093.47","0.00","0.00","23093.47"
"91-141","The Greater Washington Board of Trade  Virginia PAC","2010","10/15/2010","PAC2010003","07/01/2010","09/30/2010","E","R","0","10/14/2010","T","0","Treasurer","Thomas","Alexander","","H","23093.47","0.00","0.00","0.00","23093.47","64.00","0.00","","0.00","23029.47","0.00","64.00","0.00","22628.01","465.46","465.46","23093.47","0.00","64.00","23029.47"
"91-141","The Greater Washington Board of Trade  Virginia PAC","2010","10/15/2010","PAC2010003","07/01/2010","09/30/2010","E","R","0","10/14/2010","T","0","Cust of Books","Grow","Bob","","H","23093.47","0.00","0.00","0.00","23093.47","64.00","0.00","","0.00","23029.47","0.00","64.00","0.00","22628.01","465.46","465.46","23093.47","0.00","64.00","23029.47"
"91-141","The Greater Washington Board of Trade  Virginia PAC","2010","01/18/2011","PAC2010004","10/01/2010","12/31/2010","E","R","0","01/18/2011","T","0","Cust of Books","Grow","Bob","","H","23029.47","0.00","0.00","0.00","23029.47","112.50","0.00","","0.00","22916.97","0.00","112.50","0.00","22628.01","465.46","465.46","23093.47","64.00","176.50","22916.97"
"91-141","The Greater Washington Board of Trade  Virginia PAC","2010","01/18/2011","PAC2010004","10/01/2010","12/31/2010","E","R","0","01/18/2011","T","0","Treasurer","Thomas","Alexander","","H","23029.47","0.00","0.00","0.00","23029.47","112.50","0.00","","0.00","22916.97","0.00","112.50","0.00","22628.01","465.46","465.46","23093.47","64.00","176.50","22916.97"
"91-146","Virginia Coal Association PAC (The)","2010","04/15/2010","PAC2010001","01/01/2010","03/31/2010","E","R","0","04/12/2010","T","0","Secretary/Treas","Hudson","W","T","H","118943.68","18855.00","0.00","0.00","137798.68","7500.00","0.00","","0.00","130298.68","18855.00","7500.00","0.00","118943.68","0.00","18855.00","137798.68","0.00","7500.00","130298.68"
"91-146","Virginia Coal Association PAC (The)","2010","07/15/2010","PAC2010002","04/01/2010","06/30/2010","E","R","0","07/07/2010","T","0","Secretary/Treas","Hudson","W","T","H","130298.68","20760.00","0.00","0.00","151058.68","25907.66","0.00","","0.00","125151.02","20760.00","25907.66","0.00","118943.68","18855.00","39615.00","158558.68","7500.00","33407.66","125151.02"
"91-146","Virginia Coal Association PAC (The)","2010","10/15/2010","PAC2010003","07/01/2010","09/30/2010","E","R","0","10/05/2010","T","0","Secretary/Treas","Hudson","W","T","H","125151.02","14938.00","0.00","0.00","140089.02","6500.00","0.00","","0.00","133589.02","14938.00","6500.00","0.00","118943.68","39615.00","54553.00","173496.68","33407.66","39907.66","133589.02"
"91-146","Virginia Coal Association PAC (The)","2010","01/18/2011","PAC2010004","10/01/2010","12/31/2010","E","R","0","01/18/2011","T","0","Secretary/Treas","Hudson","W","T","H","133589.02","12589.00","0.00","0.00","146178.02","12519.48","0.00","","0.00","133658.54","12589.00","12519.48","0.00","118943.68","54553.00","67142.00","186085.68","39907.66","52427.14","133658.54"
"91-147","PAC of The Tidewater Builders Association","2010","04/15/2010","PAC2010001","01/01/2010","03/31/2010","E","R","0","04/13/2010","T","0","Treasurer","Latham","Randy","","H","206716.07","7000.00","2175.39","0.00","215891.46","24128.42","0.00","","0.00","191763.04","9175.39","24128.42","0.00","206716.07","0.00","9175.39","215891.46","0.00","24128.42","191763.04"
"91-147","PAC of The Tidewater Builders Association","2010","07/15/2010","PAC2010002","04/01/2010","06/30/2010","E","R","0","07/13/2010","T","0","Treasurer","Latham","Randy","","H","191763.04","0.00","0.00","0.00","191763.04","6142.93","0.00","","0.00","185620.11","0.00","6142.93","0.00","206716.07","9175.39","9175.39","215891.46","24128.42","30271.35","185620.11"
"91-147","PAC of The Tidewater Builders Association","2010","10/15/2010","PAC2010003","07/01/2010","09/30/2010","E","R","0","10/13/2010","T","0","Treasurer","Latham","Randy","","H","185620.11","12015.49","0.00","0.00","197635.60","18377.97","0.00","","0.00","179257.63","12015.49","18377.97","0.00","206716.07","9175.39","21190.88","227906.95","30271.35","48649.32","179257.63"
"91-147","PAC of The Tidewater Builders Association","2010","01/18/2011","PAC2010004","10/01/2010","12/31/2010","E","R","0","01/14/2011","T","0","Treasurer","Latham","Randy","","H","179257.63","0.00","1771.79","0.00","181029.42","3360.34","0.00","","0.00","177669.08","1771.79","3360.34","0.00","206716.07","21190.88","22962.67","229678.74","48649.32","52009.66","177669.08"
"91-157","VAPAC-Independent Insurance Agents Of VA Political Affairs","2010","04/15/2010","PAC2010001","01/01/2010","03/31/2010","E","R","0","04/12/2010","T","0","Treasurer","Bradshaw, Jr. MAM","Robert","N","H","2487.42","100.00","0.00","0.00","2587.42","750.00","0.00","","0.00","1837.42","100.00","750.00","0.00","2487.42","0.00","100.00","2587.42","0.00","750.00","1837.42"
"91-157","VAPAC-Independent Insurance Agents Of VA Political Affairs","2010","07/15/2010","PAC2010002","04/01/2010","06/30/2010","E","R","0","07/14/2010","T","0","Treasurer","Bradshaw, Jr. MAM","Robert","N","H","1837.42","5849.65","0.00","0.00","7687.07","1000.00","0.00","","0.00","6687.07","5849.65","1000.00","0.00","2487.42","100.00","5949.65","8437.07","750.00","1750.00","6687.07"
