"Committee Code","Committee Name","Report Year","Report Due Date","Report Code","Report Start Date","Report Ending Date","Fling Source Type","Filing Type","Amended Count","Date Received","Filing Status","Election Year","Officer Position","Last Name","First Name","Middle Name","SCHED_ID","Begin Cash Bal","Receips Line4 G","Receipts Line5 G","Receipts Line10 G","Tot Expend Funds","Exp Line8 G","Exp Line12 G","Surplus XFerred","Tot Surplus I","End Cash Bal","Tot Receipts To Date","Total Exp To Date","Debt Outstanding","Bal Start Cycle","Tot Receipts Line24 Last Rep","Tot Receipts Elec Cycle","Tot Funds Available","Total Disb Last Rep","Total Disb Elec Cycle","Ending Balance"
"91-132","Dominion Political Action Committee - Virginia","2005","07/15/2005","JULP15_05","04/01/2005","06/30/2005","E","R","0","07/07/2005","T","0","Treasurer","Applewhite","Hunter","","H","13210.12","132500.00","2.06","0.00","145712.18","145331.36","0.00","","0.00","380.82","132502.06","145331.36","0.00","8253.52","85083.60","217585.66","225839.18","80127.00","225458.36","380.82"
"91-132","Dominion Political Action Committee - Virginia","2005","10/17/2005","OCTP17_05","07/01/2005","09/30/2005","E","R","0","10/14/2005","T","0","Treasurer","Applewhite","Hunter","","H","380.82","201750.00","1000.00","0.00","203130.82","192500.00","0.00","","0.00","10630.82","202750.00","192500.00","0.00","8253.52","217585.66","420335.66","428589.18","225458.36","417958.36","10630.82"
"91-132","Dominion Political Action Committee - Virginia","2005","01/17/2006","JANP17_06","10/01/2005","12/31/2005","E","R","0","01/26/2006","T","0","Treasurer","Applewhite","Hunter","","H","10630.82","56750.00","0.00","0.00","67380.82","63250.00","0.00","","0.00","4130.82","56750.00","63250.00","0.00","8253.52","420335.66","477085.66","485339.18","417958.36","481208.36","4130.82"
"91-132","Dominion Political Action Committee - Virginia","2005","04/15/2005","APRP15_05","01/01/2005","03/31/2005","E","R","0","04/07/2006","L","0","Treasurer","Applewhite","Hunter","","H","4130.82","15250.00","250.00","0.00","19630.82","19000.00","0.00","","0.00","630.82","15500.00","19000.00","0.00","4130.82","0.00","15500.00","19630.82","0.00","19000.00","630.82"
"91-138","Home Builders Association of Richmond Builders PAC","2005","04/15/2005","APRP15_05","01/01/2005","03/31/2005","E","R","0","06/01/2005","L","0","Treas","Sprigg","Susan","R","H","49047.77","4020.00","242.17","0.00","53309.94","36.00","0.00","","0.00","53273.94","4262.17","36.00","0.00","0.00","64010.30","68272.47","68272.47","14962.53","14998.53","53273.94"
"91-138","Home Builders Association of Richmond Builders PAC","2005","04/15/2005","APRP15_05","01/01/2005","03/31/2005","E","A","1","06/17/2005","T","0","Treas","Sprigg","Susan","R","H","49092.75","4020.00","242.17","0.00","53354.92","36.00","0.00","","0.00","53318.92","4262.17","36.00","0.00","0.00","371781.85","376044.02","376044.02","322689.10","322725.10","53318.92"
"91-138","Home Builders Association of Richmond Builders PAC","2005","07/15/2005","JULP15_05","04/01/2005","06/30/2005","E","R","0","07/15/2005","T","0","Treas","Sprigg","Susan","R","H","53318.92","3690.00","310.63","0.00","57319.55","1036.00","0.00","","0.00","56283.55","4000.63","1036.00","0.00","0.00","376044.02","380044.65","380044.65","322725.10","323761.10","56283.55"
"91-138","Home Builders Association of Richmond Builders PAC","2005","10/17/2005","OCTP17_05","07/01/2005","09/30/2005","E","R","0","10/17/2005","T","0","Treas","Sprigg","Susan","R","H","56283.55","17980.00","278.26","0.00","74541.81","13410.00","0.00","","0.00","61131.81","18258.26","13410.00","0.00","0.00","380044.65","398302.91","398302.91","323761.10","337171.10","61131.81"
"91-138","Home Builders Association of Richmond Builders PAC","2005","01/17/2006","JANP17_06","10/01/2005","12/31/2005","E","R","0","01/26/2006","T","0","Treas","Sprigg","Susan","R","H","61131.81","11190.00","308.31","0.00","72630.12","3569.00","0.00","","0.00","69061.12","11498.31","3569.00","0.00","0.00","398302.91","409801.22","409801.22","337171.10","340740.10","69061.12"
"91-140","Virginia Bankers Association PAC","2005","04/15/2005","APRP15_05","01/01/2005","03/31/2005","E","R","0","04/15/2005","T","0","Treasurer","Ayers","Walter","C","H","256673.17","35310.00","112.32","0.00","292095.49","81012.17","0.00","","0.00","211083.32","35422.32","81012.17","0.00","256673.17","0.00","35422.32","292095.49","0.00","81012.17","211083.32"
"91-140","Virginia Bankers Association PAC","2005","07/15/2005","JULP15_05","04/01/2005","06/30/2005","E","R","0","07/15/2005","T","0","Treasurer","Ayers","Walter","C","H","211083.32","227489.00","203.64","0.00","438775.96","51700.69","0.00","","0.00","387075.27","227692.64","51700.69","0.00","256673.17","35422.32","263114.96","519788.13","81012.17","132712.86","387075.27"
"91-140","Virginia Bankers Association PAC","2005","04/15/2005","APRP15_05","01/01/2005","03/31/2005","E","A","1","10/05/2005","T","0","Treasurer","Ayers","Walter","C","H","256673.17","35310.00","112.32","0.00","292095.49","81012.17","0.00","","0.00","211083.32","35422.32","81012.17","0.00","256673.17","0.00","35422.32","292095.49","0.00","81012.17","211083.32"
"91-140","Virginia Bankers Association PAC","2005","07/15/2005","JULP15_05","04/01/2005","06/30/2005","E","A","1","10/05/2005","T","0","Treasurer","Ayers","Walter","C","H","211083.32","227489.00","453.64","0.00","439025.96","51950.69","0.00","","0.00","387075.27","227942.64","51950.69","0.00","256673.17","35422.32","263364.96","520038.13","81012.17","132962.86","387075.27"
"91-140","Virginia Bankers Association PAC","2005","10/17/2005","OCTP17_05","07/01/2005","09/30/2005","E","R","0","10/12/2005","T","0","Treasurer","Ayers","Walter","C","H","387075.27","41145.00","2275.34","0.00","430495.61","29616.03","0.00","","0.00","400879.58","43420.34","29616.03","0.00","256673.17","263364.96","306785.30","563458.47","132962.86","162578.89","400879.58"
"91-140","Virginia Bankers Association PAC","2005","01/17/2006","JANP17_06","10/01/2005","12/31/2005","E","R","0","01/16/2006","T","0","Treasurer","Ayers","Walter","C","H","400379.58","14950.97","2402.79","0.00","417733.34","43541.22","0.00","","0.00","374192.12","17353.76","43541.22","0.00","256673.17","306285.30","323639.06","580312.23","162578.89","206120.11","374192.12"
"91-140","Virginia Bankers Association PAC","2005","10/17/2005","OCTP17_05","07/01/2005","09/30/2005","E","A","1","03/23/2006","T","0","Treasurer","Ayers","Walter","C","H","387075.27","41145.00","1775.34","0.00","429995.61","29616.03","0.00","","0.00","400379.58","42920.34","29616.03","0.00","256673.17","263364.96","306285.30","562958.47","132962.86","162578.89","400379.58"
"91-141","The Greater Washington Board of Trade  Virginia PAC","2005","04/15/2005","APRP15_05","01/01/2005","03/31/2005","E","R","0","04/15/2005","T","0","Treasurer","Thomas","Alexander","","H","11120.43","11950.00","0.00","0.00","23070.43","89.72","0.00","","0.00","22980.71","11950.00","89.72","0.00","11120.43","0.00","11950.00","23070.43","0.00","89.72","22980.71"
"91-141","The Greater Washington Board of Trade  Virginia PAC","2005","04/15/2005","APRP15_05","01/01/2005","03/31/2005","E","R","0","04/15/2005","T","0","Cust of Books","Grow","Bob","","H","11120.43","11950.00","0.00","0.00","23070.43","89.72","0.00","","0.00","22980.71","11950.00","89.72","0.00","11120.43","0.00","11950.00","23070.43","0.00","89.72","22980.71"
"91-141","The Greater Washington Board of Trade  Virginia PAC","2005","07/15/2005","JULP15_05","04/01/2005","06/30/2005","E","R","0","07/14/2005","T","0","Cust of Books","Grow","Bob","","H","22980.71","16100.00","0.00","0.00","39080.71","4998.42","0.00","","0.00","34082.29","16100.00","4998.42","0.00","11120.43","11950.00","28050.00","39170.43","89.72","5088.14","34082.29"
"91-141","The Greater Washington Board of Trade  Virginia PAC","2005","07/15/2005","JULP15_05","04/01/2005","06/30/2005","E","R","0","07/14/2005","T","0","Treasurer","Thomas","Alexander","","H","22980.71","16100.00","0.00","0.00","39080.71","4998.42","0.00","","0.00","34082.29","16100.00","4998.42","0.00","11120.43","11950.00","28050.00","39170.43","89.72","5088.14","34082.29"
"91-141","The Greater Washington Board of Trade  Virginia PAC","2005","10/17/2005","OCTP17_05","07/01/2005","09/30/2005","E","R","0","10/16/2005","T","0","Treasurer","Thomas","Alexander","","H","34082.29","150.00","0.00","0.00","34232.29","6333.70","0.00","","0.00","27898.59","150.00","6333.70","0.00","11120.43","28050.00","28200.00","39320.43","5088.14","11421.84","27898.59"
"91-141","The Greater Washington Board of Trade  Virginia PAC","2005","10/17/2005","OCTP17_05","07/01/2005","09/30/2005","E","R","0","10/16/2005","T","0","Cust of Books","Grow","Bob","","H","34082.29","150.00","0.00","0.00","34232.29","6333.70","0.00","","0.00","27898.59","150.00","6333.70","0.00","11120.43","28050.00","28200.00","39320.43","5088.14","11421.84","27898.59"
"91-141","The Greater Washington Board of Trade  Virginia PAC","2005","01/17/2006","JANP17_06","10/01/2005","12/31/2005","E","R","0","01/16/2006","T","0","Cust of Books","Grow","Bob","","H","27898.59","200.00","0.00","0.00","28098.59","4500.00","0.00","","0.00","23598.59","200.00","4500.00","0.00","11120.43","28200.00","28400.00","39520.43","11421.84","15921.84","23598.59"
"91-141","The Greater Washington Board of Trade  Virginia PAC","2005","01/17/2006","JANP17_06","10/01/2005","12/31/2005","E","R","0","01/16/2006","T","0","Treasurer","Thomas","Alexander","","H","27898.59","200.00","0.00","0.00","28098.59","4500.00","0.00","","0.00","23598.59","200.00","4500.00","0.00","11120.43","28200.00","28400.00","39520.43","11421.84","15921.84","23598.59"
"91-143","CIGNA Corporation PAC","2005","04/15/2005","APRP15_05","01/01/2005","03/31/2005","E","R","0","04/12/2005","T","0","","Newman","Mari","","H","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"91-143","CIGNA Corporation PAC","2005","07/15/2005","JULP15_05","04/01/2005","06/30/2005","E","R","0","07/07/2005","T","0","","Newman","Mari","","H","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"91-143","CIGNA Corporation PAC","2005","10/17/2005","OCTP17_05","07/01/2005","09/30/2005","E","R","0","10/07/2005","T","0","","Newman","Mari","","H","0.00","9.00","0.00","0.00","9.00","9.00","0.00","","0.00","0.00","9.00","9.00","0.00","0.00","0.00","9.00","9.00","0.00","9.00","0.00"
"91-143","CIGNA Corporation PAC","2005","01/17/2006","JANP17_06","10/01/2005","12/31/2005","E","R","0","01/06/2006","T","0","","Newman","Mari","","H","0.00","5250.00","0.00","0.00","5250.00","5250.00","0.00","","0.00","0.00","5250.00","5250.00","0.00","0.00","0.00","5250.00","5250.00","0.00","5250.00","0.00"
"91-146","Virginia Coal Association PAC (The)","2005","04/15/2005","APRP15_05","01/01/2005","03/31/2005","E","R","0","04/15/2005","T","0","Secretary/Treas","Hudson","W","T","H","100553.99","12545.00","0.00","0.00","113098.99","20750.00","0.00","","0.00","92348.99","12545.00","20750.00","0.00","100553.99","0.00","12545.00","113098.99","0.00","20750.00","92348.99"
"91-146","Virginia Coal Association PAC (The)","2005","07/15/2005","JULP15_05","04/01/2005","06/30/2005","E","R","0","07/13/2005","T","0","Secretary/Treas","Hudson","W","T","H","92348.99","16276.00","0.00","0.00","108624.99","45050.04","0.00","","0.00","63574.95","16276.00","45050.04","0.00","100553.99","12545.00","28821.00","129374.99","20750.00","65800.04","63574.95"
"91-146","Virginia Coal Association PAC (The)","2005","10/17/2005","OCTP17_05","07/01/2005","09/30/2005","E","R","0","10/21/2005","T","0","Secretary/Treas","Hudson","W","T","H","63574.95","13667.00","20.00","0.00","77261.95","750.00","0.00","","0.00","76511.95","13687.00","750.00","0.00","100553.99","28821.00","42508.00","143061.99","65800.04","66550.04","76511.95"
"91-146","Virginia Coal Association PAC (The)","2005","01/17/2006","JANP17_06","10/01/2005","12/31/2005","E","R","0","01/12/2006","T","0","Secretary/Treas","Hudson","W","T","H","76511.95","8388.00","0.00","0.00","84899.95","36955.50","0.00","","0.00","47944.45","8388.00","36955.50","0.00","100553.99","42508.00","50896.00","151449.99","66550.04","103505.54","47944.45"
"91-147","PAC of The Tidewater Builders Association","2005","04/15/2005","APRP15_05","01/01/2005","03/31/2005","E","R","0","04/12/2005","T","0","Treasurer","Latham","Randy","","H","57529.91","8200.00","1101.41","0.00","66831.32","13837.35","0.00","","0.00","52993.97","9301.41","13837.35","0.00","57529.91","0.00","9301.41","66831.32","0.00","13837.35","52993.97"
